scene_id,timestamp,cup_id,x,y,hand_distance,last_touched_time,touch_count,moved_recently,distance_to_tray,user_present,user_absent_time,label,source_file
78,1779169523.965,2,0.3398,0.9625,999.0,1043.21,0,0,0.7791,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
79,1779169524.525,0,0.6672,0.5778,0.0451,0.0,302,0,0.4131,1,0.0,WAIT,interaction_green.csv
79,1779169524.525,1,0.4727,0.2306,0.221,10.897,16,0,0.041,1,0.0,ASK,interaction_green.csv
79,1779169524.525,2,0.3398,0.9597,0.3761,1043.77,0,0,0.7764,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
80,1779169525.101,0,0.668,0.5778,0.0449,0.0,306,0,0.4134,1,0.0,WAIT,interaction_green.csv
80,1779169525.101,1,0.4633,0.2194,0.2308,11.472,16,0,0.0415,1,0.0,ASK,interaction_green.csv
80,1779169525.101,2,0.3422,0.9583,0.374,1044.346,0,0,0.7746,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
81,1779169525.661,0,0.6672,0.5806,0.0476,0.0,310,0,0.4157,1,0.0,WAIT,interaction_green.csv
81,1779169525.661,1,0.4594,0.2194,0.2323,12.033,16,0,0.045,1,0.0,ASK,interaction_green.csv
81,1779169525.661,2,0.3391,0.9625,0.3777,1044.906,0,0,0.7793,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
82,1779169526.236,0,0.6813,0.6306,0.0653,0.0,314,1,0.4672,1,0.0,WAIT,interaction_green.csv
82,1779169526.236,1,0.4648,0.2222,0.2109,12.608,16,0,0.0416,1,0.0,ASK,interaction_green.csv
82,1779169526.236,2,0.3391,0.9583,0.3391,1045.481,0,0,0.7752,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
83,1779169526.799,0,0.6844,0.4472,0.0438,0.0,318,0,0.3084,1,0.0,WAIT,interaction_green.csv
83,1779169526.799,1,0.4555,0.2153,0.2313,13.17,16,0,0.0471,1,0.0,ASK,interaction_green.csv
83,1779169526.799,2,0.3406,0.9611,0.3498,1046.044,0,0,0.7776,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
84,1779169527.373,0,0.6023,0.3097,0.0238,0.0,321,1,0.15,1,0.0,WAIT,interaction_green.csv
84,1779169527.373,1,0.4203,0.1819,0.1546,13.745,16,0,0.0817,1,0.0,ASK,interaction_green.csv
84,1779169527.373,2,0.3367,0.9653,0.4087,1046.618,0,0,0.7825,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
85,1779169527.934,0,0.532,0.2042,0.0228,0.0,325,0,0.0323,1,0.0,WAIT,interaction_green.csv
85,1779169527.934,2,0.3359,0.9611,0.4147,1047.179,0,0,0.7786,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
86,1779169528.494,0,0.5234,0.1986,0.0306,0.0,329,0,0.0235,1,0.0,WAIT,interaction_green.csv
86,1779169528.494,2,0.3359,0.9625,0.4143,1047.739,0,0,0.78,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
87,1779169529.069,0,0.6531,0.4778,0.0353,0.0,331,1,0.3172,1,0.0,WAIT,interaction_green.csv
87,1779169529.069,1,0.4453,0.1917,0.2307,1.424,17,0,0.0553,1,0.0,ASK,interaction_green.csv
87,1779169529.069,2,0.3344,0.9708,0.3335,1048.314,0,0,0.7884,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
88,1779169529.629,0,0.6562,0.5208,0.0366,0.0,335,0,0.3569,1,0.0,WAIT,interaction_green.csv
88,1779169529.629,1,0.432,0.2181,0.2432,1.984,17,0,0.0703,1,0.0,ASK,interaction_green.csv
88,1779169529.629,2,0.3328,0.9667,0.3204,1048.874,0,0,0.7847,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
89,1779169530.204,0,0.6562,0.5458,0.1651,0.286,337,0,0.3795,1,0.0,ASK,interaction_green.csv
89,1779169530.204,1,0.4672,0.2542,0.1668,2.558,17,1,0.0633,1,0.0,ASK,interaction_green.csv
89,1779169530.204,2,0.8617,0.1069,0.4176,1049.449,0,1,0.3735,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
90,1779169530.765,0,0.657,0.5458,0.1657,0.847,337,0,0.3798,1,0.0,ASK,interaction_green.csv
90,1779169530.765,1,0.5531,0.2222,0.1961,3.119,17,1,0.0576,1,0.0,ASK,interaction_green.csv
90,1779169530.765,2,0.8609,0.1069,0.4167,1050.01,0,0,0.3727,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
91,1779169531.342,0,0.657,0.5458,0.1676,1.425,337,0,0.3798,1,0.0,ASK,interaction_green.csv
91,1779169531.342,2,0.8617,0.1069,0.4182,1050.587,0,0,0.3735,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
92,1779169531.899,0,0.6562,0.5458,0.1655,1.982,337,0,0.3795,1,0.0,ASK,interaction_green.csv
92,1779169531.899,2,0.8617,0.1069,0.4167,1051.144,0,0,0.3735,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
93,1779169532.458,0,0.657,0.5458,999.0,2.541,337,0,0.3798,1,0.124,ASK,interaction_green.csv
93,1779169532.458,1,0.3742,0.6306,999.0,4.813,17,1,0.4486,1,0.124,ASK,interaction_green.csv
93,1779169532.458,2,0.8617,0.1069,999.0,1051.703,0,0,0.3735,1,0.124,CLEANUP_CANDIDATE,interaction_green.csv
94,1779169533.037,0,0.6562,0.5458,0.4498,3.12,337,0,0.3795,1,0.0,ASK,interaction_green.csv
94,1779169533.037,2,0.8617,0.1069,0.691,1052.282,0,0,0.3735,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
95,1779169533.596,0,0.6562,0.5458,0.5501,3.679,337,0,0.3795,1,0.0,ASK,interaction_green.csv
95,1779169533.596,2,0.8609,0.1069,0.7839,1052.841,0,0,0.3727,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
96,1779169534.173,0,0.6562,0.5458,999.0,4.255,337,0,0.3795,1,0.436,ASK,interaction_green.csv
96,1779169534.173,2,0.8617,0.1069,999.0,1053.418,0,1,0.3735,1,0.436,CLEANUP_CANDIDATE,interaction_green.csv
97,1779169534.733,0,0.6562,0.5458,999.0,4.815,337,0,0.3795,1,0.997,ASK,interaction_green.csv
97,1779169534.733,2,0.8617,0.1056,999.0,1053.978,0,0,0.3738,1,0.997,CLEANUP_CANDIDATE,interaction_green.csv
98,1779169535.309,0,0.6562,0.5458,999.0,5.392,337,0,0.3795,1,1.573,ASK,interaction_green.csv
98,1779169535.309,2,0.8617,0.1056,999.0,1054.554,0,0,0.3738,1,1.573,CLEANUP_CANDIDATE,interaction_green.csv
99,1779169535.87,0,0.6562,0.5458,999.0,5.953,337,0,0.3795,1,2.134,ASK,interaction_green.csv
99,1779169535.87,2,0.8617,0.1069,999.0,1055.115,0,0,0.3735,1,2.134,CLEANUP_CANDIDATE,interaction_green.csv
100,1779169536.429,0,0.6562,0.5458,999.0,6.512,337,0,0.3795,1,2.693,ASK,interaction_green.csv
100,1779169536.429,2,0.8617,0.1069,999.0,1055.674,0,0,0.3735,1,2.693,CLEANUP_CANDIDATE,interaction_green.csv
101,1779169537.007,0,0.657,0.5458,999.0,7.09,337,0,0.3798,1,3.271,ASK,interaction_green.csv
101,1779169537.007,2,0.8625,0.1069,999.0,1056.252,0,0,0.3743,1,3.271,CLEANUP_CANDIDATE,interaction_green.csv
102,1779169537.566,0,0.657,0.5458,999.0,7.649,337,0,0.3798,1,3.83,ASK,interaction_green.csv
102,1779169537.566,2,0.8625,0.1056,999.0,1056.811,0,0,0.3746,1,3.83,CLEANUP_CANDIDATE,interaction_green.csv
103,1779169538.137,0,0.657,0.5458,999.0,8.219,337,0,0.3798,1,4.4,ASK,interaction_green.csv
103,1779169538.137,2,0.8625,0.1056,999.0,1057.382,0,0,0.3746,1,4.4,CLEANUP_CANDIDATE,interaction_green.csv
104,1779169538.7,0,0.657,0.5458,999.0,8.783,337,0,0.3798,1,4.964,ASK,interaction_green.csv
104,1779169538.7,2,0.8625,0.1069,999.0,1057.945,0,0,0.3743,1,4.964,CLEANUP_CANDIDATE,interaction_green.csv
105,1779169539.261,0,0.657,0.5458,999.0,9.344,337,0,0.3798,1,5.525,ASK,interaction_green.csv
105,1779169539.261,2,0.8625,0.1056,999.0,1058.506,0,0,0.3746,1,5.525,CLEANUP_CANDIDATE,interaction_green.csv
106,1779169539.836,0,0.657,0.5458,999.0,9.919,337,0,0.3798,1,6.1,ASK,interaction_green.csv
106,1779169539.836,2,0.8625,0.1056,999.0,1059.081,0,0,0.3746,1,6.1,CLEANUP_CANDIDATE,interaction_green.csv
107,1779169540.393,0,0.657,0.5458,999.0,10.475,337,0,0.3798,1,6.656,ASK,interaction_green.csv
107,1779169540.393,2,0.8625,0.1069,999.0,1059.638,0,0,0.3743,1,6.656,CLEANUP_CANDIDATE,interaction_green.csv
108,1779169540.972,0,0.657,0.5458,999.0,11.055,337,0,0.3798,1,7.236,ASK,interaction_green.csv
108,1779169540.972,2,0.8625,0.1056,999.0,1060.217,0,0,0.3746,1,7.236,CLEANUP_CANDIDATE,interaction_green.csv
109,1779169541.533,0,0.657,0.5458,999.0,11.616,337,0,0.3798,1,7.797,ASK,interaction_green.csv
109,1779169541.533,2,0.8625,0.1056,999.0,1060.778,0,0,0.3746,1,7.797,CLEANUP_CANDIDATE,interaction_green.csv
110,1779169542.109,0,0.657,0.5458,999.0,12.191,337,0,0.3798,1,8.373,ASK,interaction_green.csv
110,1779169542.109,2,0.8625,0.1056,999.0,1061.354,0,0,0.3746,1,8.373,CLEANUP_CANDIDATE,interaction_green.csv
111,1779169542.665,0,0.657,0.5458,999.0,12.748,337,0,0.3798,1,8.929,ASK,interaction_green.csv
111,1779169542.665,2,0.8625,0.1056,999.0,1061.91,0,0,0.3746,1,8.929,CLEANUP_CANDIDATE,interaction_green.csv
112,1779169543.229,0,0.657,0.5458,999.0,13.312,337,0,0.3798,1,9.493,ASK,interaction_green.csv
112,1779169543.229,2,0.8625,0.1069,999.0,1062.474,0,0,0.3743,1,9.493,CLEANUP_CANDIDATE,interaction_green.csv
113,1779169543.805,0,0.657,0.5458,999.0,13.887,337,0,0.3798,0,10.068,CLEANUP_CANDIDATE,interaction_green.csv
113,1779169543.805,2,0.8625,0.1056,999.0,1063.05,0,0,0.3746,0,10.068,CLEANUP_CANDIDATE,interaction_green.csv
114,1779169544.366,0,0.657,0.5458,999.0,14.449,337,0,0.3798,0,10.63,CLEANUP_CANDIDATE,interaction_green.csv
114,1779169544.366,1,0.1828,0.5153,999.0,11.617,18,1,0.4472,0,10.63,CLEANUP_CANDIDATE,interaction_green.csv
114,1779169544.366,2,0.8625,0.1056,999.0,1063.611,0,0,0.3746,0,10.63,CLEANUP_CANDIDATE,interaction_green.csv
115,1779169544.943,0,0.657,0.5458,0.2148,15.025,337,0,0.3798,1,0.0,ASK,interaction_green.csv
115,1779169544.943,1,0.4164,0.5778,0.0068,0.0,19,1,0.3869,1,0.0,WAIT,interaction_green.csv
115,1779169544.943,2,0.8625,0.1056,0.4588,1064.188,0,0,0.3746,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
116,1779169545.5,0,0.6578,0.5458,0.1113,0.0,338,0,0.3801,1,0.0,WAIT,interaction_green.csv
116,1779169545.5,1,0.5375,0.6389,0.0165,0.0,22,1,0.4405,1,0.0,WAIT,interaction_green.csv
116,1779169545.5,2,0.8625,0.1056,0.3871,1064.745,0,1,0.3746,1,0.0,CLEANUP_CANDIDATE,interaction_green.csv
117,1779169546.075,0,0.6562,0.5458,999.0,0.428,339,0,0.3795,1,0.428,ASK,interaction_green.csv
117,1779169546.075,1,0.5586,0.6417,999.0,0.428,23,0,0.4455,1,0.428,ASK,interaction_green.csv
117,1779169546.075,2,0.8625,0.1056,999.0,1065.32,0,0,0.3746,1,0.428,CLEANUP_CANDIDATE,interaction_green.csv
0,1779169378.631,1,0.9766,0.7986,0.158,999.0,0,0,0.7651,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
0,1779169378.631,2,0.0242,0.5083,0.6864,999.0,0,0,0.567,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
1,1779169379.196,1,0.9773,0.7986,0.158,999.565,0,0,0.7656,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
1,1779169379.196,2,0.0234,0.4875,0.69,999.565,0,1,0.5566,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
2,1779169379.752,1,0.9766,0.7986,0.1573,1000.121,0,0,0.7651,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
2,1779169379.752,2,0.0234,0.5083,0.6877,1000.121,0,0,0.5676,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
3,1779169380.33,1,0.9766,0.8,0.1808,1000.699,0,0,0.7662,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
3,1779169380.33,2,0.0242,0.5181,0.662,1000.699,0,0,0.5723,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
4,1779169380.892,1,0.9766,0.7986,0.4326,1001.261,0,0,0.7651,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
4,1779169380.892,2,0.0242,0.4972,0.4197,1001.261,0,0,0.561,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
5,1779169381.468,1,0.9766,0.7986,999.0,1001.837,0,0,0.7651,1,0.149,CLEANUP_CANDIDATE,interaction_red.csv
5,1779169381.468,2,0.0234,0.5181,999.0,1001.837,0,0,0.5729,1,0.149,CLEANUP_CANDIDATE,interaction_red.csv
6,1779169382.028,1,0.2211,0.5681,999.0,1002.397,0,1,0.4618,1,0.43,CLEANUP_CANDIDATE,interaction_red.csv
7,1779169382.587,1,0.6055,0.6319,999.0,1002.956,0,1,0.4446,1,0.989,CLEANUP_CANDIDATE,interaction_red.csv
7,1779169382.587,2,0.8133,0.1389,999.0,1002.956,0,1,0.3192,1,0.989,CLEANUP_CANDIDATE,interaction_red.csv
8,1779169383.165,1,0.557,0.2653,0.1536,1003.534,0,1,0.0867,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
9,1779169383.724,1,0.5461,0.5708,0.1513,1004.092,0,0,0.3737,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
9,1779169383.724,2,0.2883,0.9653,0.1453,1004.092,0,1,0.794,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
10,1779169384.299,1,0.6328,0.5764,0.1499,1004.668,0,1,0.3991,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
11,1779169384.861,0,0.8555,0.8208,0.2544,999.0,0,0,0.7154,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
11,1779169384.861,1,0.7008,0.5569,0.1541,1005.23,0,0,0.4095,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
11,1779169384.861,2,0.8438,0.1083,0.4009,1005.23,0,0,0.3558,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
12,1779169385.435,1,0.7016,0.5569,0.153,1005.804,0,0,0.4099,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
12,1779169385.435,2,0.8445,0.1083,0.4002,1005.804,0,0,0.3565,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
13,1779169385.996,1,0.7031,0.5569,0.16,1006.365,0,0,0.4107,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
13,1779169385.996,2,0.8469,0.1083,0.4027,1006.365,0,0,0.3588,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
14,1779169386.556,1,0.7039,0.5389,0.1058,0.0,2,0,0.3955,1,0.0,WAIT,interaction_red.csv
14,1779169386.556,2,0.8469,0.1069,0.3058,1006.925,0,0,0.3591,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
15,1779169387.129,1,0.7016,0.5389,0.1644,0.432,3,0,0.3943,1,0.0,ASK,interaction_red.csv
15,1779169387.129,2,0.8477,0.1083,0.3072,1007.498,0,0,0.3595,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
16,1779169387.692,1,0.6992,0.6125,999.0,0.995,3,1,0.4581,1,0.563,ASK,interaction_red.csv
16,1779169387.692,2,0.4414,0.3319,999.0,1008.061,0,1,0.1444,1,0.563,CLEANUP_CANDIDATE,interaction_red.csv
17,1779169388.27,1,0.7031,0.5903,999.0,1.573,3,0,0.44,1,1.141,ASK,interaction_red.csv
17,1779169388.27,2,0.5102,0.1486,999.0,1008.639,0,0,0.0524,1,1.141,CLEANUP_CANDIDATE,interaction_red.csv
18,1779169388.828,1,0.7031,0.5931,999.0,2.131,3,0,0.4424,1,1.699,ASK,interaction_red.csv
18,1779169388.828,2,0.5156,0.1458,999.0,1009.197,0,0,0.0564,1,1.699,CLEANUP_CANDIDATE,interaction_red.csv
19,1779169389.403,1,0.7039,0.5958,999.0,2.707,3,0,0.4453,1,0.144,ASK,interaction_red.csv
19,1779169389.403,2,0.8484,0.1083,999.0,1009.772,0,1,0.3603,1,0.144,CLEANUP_CANDIDATE,interaction_red.csv
20,1779169389.964,1,0.7094,0.55,0.0433,0.0,6,0,0.4078,1,0.0,WAIT,interaction_red.csv
20,1779169389.964,2,0.8578,0.1069,0.2694,1010.333,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
21,1779169390.524,1,0.7242,0.5139,0.0302,0.0,10,1,0.3857,1,0.0,WAIT,interaction_red.csv
21,1779169390.524,2,0.8578,0.1069,0.2612,1010.893,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
22,1779169391.101,1,0.7063,0.4931,0.0375,0.0,14,0,0.3584,1,0.0,WAIT,interaction_red.csv
22,1779169391.101,2,0.8578,0.1069,0.2678,1011.47,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
23,1779169391.661,1,0.6766,0.4958,0.0409,0.0,18,0,0.3445,1,0.0,WAIT,interaction_red.csv
23,1779169391.661,2,0.8578,0.1069,0.2814,1012.03,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
24,1779169392.231,1,0.6781,0.5611,0.0289,0.0,22,1,0.4027,1,0.0,WAIT,interaction_red.csv
24,1779169392.231,2,0.8578,0.1069,0.3009,1012.599,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
25,1779169392.795,1,0.6781,0.5611,999.0,0.565,22,0,0.4027,1,0.0,ASK,interaction_red.csv
25,1779169392.795,2,0.8578,0.1069,999.0,1013.164,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
26,1779169393.366,1,0.6852,0.5625,0.4572,1.136,22,0,0.407,1,0.0,ASK,interaction_red.csv
26,1779169393.366,2,0.8578,0.1069,0.699,1013.735,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
27,1779169393.932,1,0.6945,0.5625,999.0,1.701,22,0,0.4114,1,0.0,ASK,interaction_red.csv
27,1779169393.932,2,0.8578,0.1069,999.0,1014.301,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
28,1779169394.491,1,0.6945,0.5611,0.4482,2.26,22,0,0.4102,1,0.0,ASK,interaction_red.csv
28,1779169394.491,2,0.8578,0.1069,0.6701,1014.86,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
29,1779169395.063,1,0.6945,0.5625,0.423,2.832,22,0,0.4114,1,0.0,ASK,interaction_red.csv
29,1779169395.063,2,0.8578,0.1069,0.6458,1015.432,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
30,1779169395.628,1,0.693,0.5611,999.0,3.397,22,0,0.4094,1,0.0,ASK,interaction_red.csv
30,1779169395.628,2,0.8578,0.1069,999.0,1015.997,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
31,1779169396.2,1,0.6914,0.5625,0.0434,0.0,24,0,0.4099,1,0.0,WAIT,interaction_red.csv
31,1779169396.2,2,0.8578,0.1069,0.2971,1016.569,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
32,1779169396.761,1,0.7031,0.4889,0.033,0.0,28,0,0.3532,1,0.0,WAIT,interaction_red.csv
32,1779169396.761,2,0.8578,0.1069,0.2629,1017.13,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
33,1779169397.339,1,0.6734,0.3597,0.0348,0.0,32,0,0.2358,1,0.0,WAIT,interaction_red.csv
33,1779169397.339,2,0.8578,0.1069,0.2278,1017.708,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
34,1779169397.899,1,0.6625,0.3347,0.0395,0.0,36,0,0.2111,1,0.0,WAIT,interaction_red.csv
34,1779169397.899,2,0.8578,0.1069,0.2192,1018.268,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
35,1779169398.456,1,0.6625,0.3417,0.0424,0.0,40,0,0.2156,1,0.0,WAIT,interaction_red.csv
35,1779169398.456,2,0.8578,0.1069,0.2288,1018.825,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
36,1779169399.031,1,0.6648,0.3528,0.0562,0.0,44,0,0.2248,1,0.0,WAIT,interaction_red.csv
36,1779169399.031,2,0.8578,0.1069,0.2293,1019.4,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
37,1779169399.596,1,0.6742,0.3722,0.0409,0.0,48,0,0.245,1,0.0,WAIT,interaction_red.csv
37,1779169399.596,2,0.8578,0.1069,0.2355,1019.965,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
38,1779169400.17,1,0.7023,0.4861,0.0423,0.0,52,0,0.3504,1,0.0,WAIT,interaction_red.csv
38,1779169400.17,2,0.8578,0.1069,0.269,1020.539,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
39,1779169400.732,1,0.7063,0.4889,0.0417,0.0,56,0,0.355,1,0.0,WAIT,interaction_red.csv
39,1779169400.732,2,0.8578,0.1069,0.2704,1021.101,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
40,1779169401.287,1,0.7055,0.5486,0.1006,0.0,60,0,0.4047,1,0.0,WAIT,interaction_red.csv
40,1779169401.287,2,0.8578,0.1069,0.3545,1021.656,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
41,1779169401.868,1,0.7055,0.5486,0.0465,0.0,64,0,0.4047,1,0.0,WAIT,interaction_red.csv
41,1779169401.868,2,0.8578,0.1069,0.2425,1022.237,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
42,1779169402.426,1,0.7055,0.5486,0.047,0.0,68,0,0.4047,1,0.0,WAIT,interaction_red.csv
42,1779169402.426,2,0.8578,0.1069,0.242,1022.795,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
43,1779169403.004,1,0.7063,0.5486,0.1003,0.0,72,0,0.4051,1,0.0,WAIT,interaction_red.csv
43,1779169403.004,2,0.8578,0.1069,0.3538,1023.372,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
44,1779169403.559,1,0.7063,0.5486,0.1006,0.0,76,0,0.4051,1,0.0,WAIT,interaction_red.csv
44,1779169403.559,2,0.8578,0.1069,0.3542,1023.928,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
45,1779169404.14,1,0.7063,0.5486,0.1012,0.0,80,0,0.4051,1,0.0,WAIT,interaction_red.csv
45,1779169404.14,2,0.8578,0.1069,0.3548,1024.509,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
46,1779169404.701,1,0.7063,0.5486,0.1006,0.0,84,0,0.4051,1,0.0,WAIT,interaction_red.csv
46,1779169404.701,2,0.8578,0.1069,0.3542,1025.07,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
47,1779169405.262,1,0.707,0.5486,0.1006,0.0,88,0,0.4055,1,0.0,WAIT,interaction_red.csv
47,1779169405.262,2,0.8578,0.1069,0.3538,1025.631,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
48,1779169405.836,1,0.7063,0.5486,0.1006,0.0,92,0,0.4051,1,0.0,WAIT,interaction_red.csv
48,1779169405.836,2,0.8578,0.1069,0.3542,1026.205,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
49,1779169406.395,1,0.707,0.5486,0.1006,0.0,96,0,0.4055,1,0.0,WAIT,interaction_red.csv
49,1779169406.395,2,0.8578,0.1069,0.3538,1026.764,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
50,1779169406.97,1,0.7063,0.5486,0.1003,0.0,100,0,0.4051,1,0.0,WAIT,interaction_red.csv
50,1779169406.97,2,0.8578,0.1069,0.3538,1027.339,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
51,1779169407.533,1,0.707,0.5486,0.0985,0.0,104,0,0.4055,1,0.0,WAIT,interaction_red.csv
51,1779169407.533,2,0.8578,0.1069,0.3517,1027.902,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
52,1779169408.105,1,0.707,0.5486,0.0982,0.0,108,0,0.4055,1,0.0,WAIT,interaction_red.csv
52,1779169408.105,2,0.8586,0.1069,0.3518,1028.474,0,0,0.3705,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
53,1779169408.667,1,0.707,0.5486,0.0982,0.0,112,0,0.4055,1,0.0,WAIT,interaction_red.csv
53,1779169408.667,2,0.8586,0.1069,0.3518,1029.036,0,0,0.3705,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
54,1779169409.227,1,0.7055,0.5431,0.0443,0.0,116,0,0.3999,1,0.0,WAIT,interaction_red.csv
54,1779169409.227,2,0.8578,0.1069,0.2392,1029.596,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
55,1779169409.801,1,0.7203,0.4847,0.0284,0.0,120,1,0.36,1,0.0,WAIT,interaction_red.csv
55,1779169409.801,2,0.8586,0.1069,0.2489,1030.17,0,0,0.3705,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
56,1779169410.362,1,0.6883,0.4028,0.0369,0.0,124,1,0.2767,1,0.0,WAIT,interaction_red.csv
56,1779169410.362,2,0.8586,0.1069,0.2369,1030.731,0,0,0.3705,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
57,1779169410.939,1,0.5555,0.2292,0.0305,0.0,127,1,0.0627,1,0.0,WAIT,interaction_red.csv
57,1779169410.939,2,0.8578,0.1069,0.2464,1031.308,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
58,1779169411.499,1,0.5414,0.2083,0.0253,0.0,131,1,0.0422,1,0.0,WAIT,interaction_red.csv
58,1779169411.499,2,0.8586,0.1069,0.2623,1031.868,0,0,0.3705,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
59,1779169412.075,1,0.593,0.2917,0.0347,0.0,135,0,0.1306,1,0.0,WAIT,interaction_red.csv
59,1779169412.075,2,0.8578,0.1069,0.2621,1032.444,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
60,1779169412.636,1,0.5914,0.2875,0.0356,0.0,139,0,0.1265,1,0.0,WAIT,interaction_red.csv
60,1779169412.636,2,0.8578,0.1069,0.2642,1033.005,0,0,0.3697,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
61,1779169413.197,1,0.5898,0.2847,0.0352,0.0,143,0,0.1235,1,0.0,WAIT,interaction_red.csv
61,1779169413.197,2,0.8586,0.1069,0.2661,1033.566,0,0,0.3705,1,0.0,CLEANUP_CANDIDATE,interaction_red.csv
62,1779169413.772,1,0.5898,0.2847,0.0347,0.0,147,0,0.1235,1,0.0,WAIT,interaction_red.csv
