scene_id,timestamp,cup_id,x,y,hand_distance,last_touched_time,touch_count,moved_recently,distance_to_tray,user_present,user_absent_time,active_cup_id,is_active_cup,time_near_cup,time_since_release,release_count,cup_motion_distance,stationary_time,was_moved,used_cup_candidate,idle_candidate,label
0,1779176718.686,0,0.8664,0.6944,999.0,999.0,0,0,0.6154,1,0.0,-1,0,0.0,999.0,0,0.0,0.0,0,0,1,IDLE
0,1779176718.686,1,0.7273,0.7514,999.0,999.0,0,0,0.5964,1,0.0,-1,0,0.0,999.0,0,0.0,0.0,0,0,1,IDLE
0,1779176718.686,2,0.9672,0.6472,999.0,999.0,0,0,0.6467,1,0.0,-1,0,0.0,999.0,0,0.0,0.0,0,0,1,IDLE
1,1779176719.245,0,0.8664,0.6944,999.0,999.559,0,0,0.6154,1,0.0,-1,0,0.0,999.559,0,0.0,0.559,0,0,1,IDLE
1,1779176719.245,1,0.7281,0.7514,999.0,999.559,0,0,0.5967,1,0.0,-1,0,0.0,999.559,0,0.0,0.559,0,0,1,IDLE
1,1779176719.245,2,0.9672,0.6472,999.0,999.559,0,0,0.6467,1,0.0,-1,0,0.0,999.559,0,0.0,0.559,0,0,1,IDLE
2,1779176719.825,0,0.8656,0.6944,999.0,1000.139,0,0,0.6149,1,0.0,-1,0,0.0,1000.139,0,0.0,1.139,0,0,1,IDLE
2,1779176719.825,1,0.7281,0.7514,999.0,1000.139,0,0,0.5967,1,0.0,-1,0,0.0,1000.139,0,0.0,1.139,0,0,1,IDLE
2,1779176719.825,2,0.9672,0.6472,999.0,1000.139,0,0,0.6467,1,0.0,-1,0,0.0,1000.139,0,0.0,1.139,0,0,1,IDLE
3,1779176720.381,0,0.8664,0.6944,999.0,1000.695,0,0,0.6154,1,0.0,-1,0,0.0,1000.695,0,0.0,1.695,0,0,1,IDLE
3,1779176720.381,1,0.7281,0.7514,999.0,1000.695,0,0,0.5967,1,0.0,-1,0,0.0,1000.695,0,0.0,1.695,0,0,1,IDLE
3,1779176720.381,2,0.9672,0.6472,999.0,1000.695,0,0,0.6467,1,0.0,-1,0,0.0,1000.695,0,0.0,1.695,0,0,1,IDLE
4,1779176720.961,0,0.8656,0.6944,999.0,1001.275,0,0,0.6149,1,0.0,-1,0,0.0,1001.275,0,0.0,2.275,0,0,1,IDLE
4,1779176720.961,1,0.7281,0.7514,999.0,1001.275,0,0,0.5967,1,0.0,-1,0,0.0,1001.275,0,0.0,2.275,0,0,1,IDLE
4,1779176720.961,2,0.9672,0.6472,999.0,1001.275,0,0,0.6467,1,0.0,-1,0,0.0,1001.275,0,0.0,2.275,0,0,1,IDLE
5,1779176721.522,0,0.8664,0.6944,999.0,1001.836,0,0,0.6154,1,0.0,-1,0,0.0,1001.836,0,0.0,2.836,0,0,1,IDLE
5,1779176721.522,1,0.7273,0.7514,999.0,1001.836,0,0,0.5964,1,0.0,-1,0,0.0,1001.836,0,0.0,2.836,0,0,1,IDLE
5,1779176721.522,2,0.9672,0.6472,999.0,1001.836,0,0,0.6467,1,0.0,-1,0,0.0,1001.836,0,0.0,2.836,0,0,1,IDLE
6,1779176722.081,0,0.8664,0.6944,999.0,1002.395,0,0,0.6154,1,0.0,-1,0,0.0,1002.395,0,0.0,3.395,0,0,1,IDLE
6,1779176722.081,1,0.7266,0.75,999.0,1002.395,0,0,0.5948,1,0.0,-1,0,0.0,1002.395,0,0.0,3.395,0,0,1,IDLE
6,1779176722.081,2,0.9672,0.6472,999.0,1002.395,0,0,0.6467,1,0.0,-1,0,0.0,1002.395,0,0.0,3.395,0,0,1,IDLE
7,1779176722.653,0,0.8758,0.6972,999.0,1002.967,0,0,0.6233,1,0.0,-1,0,0.0,1002.967,0,0.0,3.967,0,0,1,IDLE
7,1779176722.653,1,0.7352,0.7528,999.0,1002.967,0,0,0.6007,1,0.0,-1,0,0.0,1002.967,0,0.0,3.967,0,0,1,IDLE
7,1779176722.653,2,0.9719,0.6486,999.0,1002.967,0,0,0.6511,1,0.0,-1,0,0.0,1002.967,0,0.0,3.967,0,0,1,IDLE
8,1779176723.213,0,0.875,0.6958,0.4555,1003.527,0,0,0.6217,1,0.0,1,0,0.0,1003.527,0,0.0,4.527,0,0,1,IDLE
